,,,,,,,,,,,
Empanelled Hospital List - Maharashtra,,,,,,,,,,,
Sr No,Hospital,Location,City,District,State,Address,STD_Code,Tel_no,Status,PPN Hospital,PPN City
430,Sai Hospital,Vikroli,Mumbai,Mumbai,Maharashtra,"Unit No 3/23, 3/13 & 3/10 Gr Floor, At sai prasad Shopping Center, Below Vikhroli Court, kannamwar nagar,Vikhroli",022,25779344,Empanelled,IN PPN,Mumbai
431,Sai Hospital,Chembur,Mumbai,Mumbai,Maharashtra,"Shree chembur ganesh Co-op housing society,sion-trombay road",022,25271752,Empanelled,NON PPN,Mumbai
432,Sai Kripa Hospital,Malad (E),Mumbai,Mumbai,Maharashtra,"Ashish Co-op Hsg Soc, Rani Sati Marg Off. W E High",022,28776616,Empanelled,NON PPN,Mumbai
433,Sai Swayam Maternity & Nursing Home,Malad(E),Mumbai,Mumbai,Maharashtra,"Nalanda Society, Nr Sai Baba Temple, Kurar Village",022,65153823,Empanelled,NON PPN,Mumbai
434,Saifee Hospital,15/17 Maharshi Karve Marg,Mumbai,Mumbai,Maharashtra,"26, PB No.3771, 15/17 Maharshi Karve Marg, Mumbai",022,67570111,Empanelled,NON PPN,Mumbai
435,Sanchaiti Hospital Private Limited,Kandivali(E),Mumbai,Mumbai,Maharashtra,Near Big bazar Akurli Road Kandivili(E),022,40672800,Empanelled,IN PPN,Mumbai
436,Sanghvi Eye & Diabetes Care Centre,Dahisar,Mumbai,Mumbai,Maharashtra,"S.V.Road, Dahisar",022,28482909,Empanelled,NON PPN,Mumbai
437,Sanjay Eye Clinic,Mulund (W),Mumbai,Mumbai,Maharashtra,"Gr Floor, Vikas Apartment, Near Kapol Bank, N. S.",022,25922088,Empanelled,IN PPN,Mumbai
438,Sanjeevani Surgical & General Hospital,Malad (E),Mumbai,Mumbai,Maharashtra,"Bhavani Chambers, Kedarmal Road, Rani Sati Marg, Malad (E),",022,28809595,Empanelled,IN PPN,Mumbai
439,Sanjivani Hospital,Dahisar (E),Mumbai,Mumbai,Maharashtra,"Sai Mandir, Near Hotel Ravindra, S V Road, Dahisar",022,28282284,Empanelled,NON PPN,Mumbai
440,Sapna Health Care Centre Pvt Ltd,Ghatkopar (W),Mumbai,Mumbai,Maharashtra,"A Wing, Bhaveshwar Plaza, L.B.S. Marg, Ghatkopar (W)",022,25003831,Empanelled,IN PPN,Mumbai
441,Sas Healthcare (p) Ltd,Bhandup (W),Mumbai,Mumbai,Maharashtra,"23-C, Miniland, Tank Road, Bhandup (W)",022,25965404,Empanelled,NON PPN,Mumbai
442,Satyam Multi Speciality Hospital & Trauma Centre,KALAM BOLI,Mumbai,Mumbai,Maharashtra,"F-5 Bldg sec-3E, opp fire station kalam boli mumbai",022,27423439,Empanelled,NON PPN,Mumbai
443,Satyam Nursing Home,Ghatkopar (W),Mumbai,Mumbai,Maharashtra,"Bhaveshwar Plaza ""C"" Wing 2nd Floor, LBS Road,  Ghatkopar (W)",022,25002600,Empanelled,NON PPN,Mumbai
444,Seven Eleven Hospital,Mira Road (E),Mumbai,Mumbai,Maharashtra,Opp Seven Square Academy Ideal Park Road Mira Bhayander Road,022,28107711,Empanelled,IN PPN,Mumbai
445,Sevenhills Healthcare Private Limited,Andheri (E),Mumbai,Mumbai,Maharashtra,"Marol-Maroshi Road, Andheri (E)",022,67676767,Empanelled,IN PPN,Mumbai
446,Shah Children Hospital & New Born Care Centre,Bhandup (W),Mumbai,Mumbai,Maharashtra,A-Wing Arunoday Tower Kotan Nagar Opp Jaoli Bank J,022,25941139,Empanelled,IN PPN,Mumbai
447,Shah Eye Clinic & Nurshing Home,"Tardeo Road, Opp. Bhatia Hosp.",Mumbai,Mumbai,Maharashtra,"79, Kailas Nagar, 658, Tardeo Road, Mumbai",022,23534458,Empanelled,NON PPN,Mumbai
448,Shetty Endoscopic Surgical Centre,Bhandup (W),Mumbai,Mumbai,Maharashtra,"12A, Miniland, Tank Road, Bhandup (W)",022,25958138,Empanelled,NON PPN,Mumbai
449,Shivam Hospital,Kandivali (W),Mumbai,Mumbai,Maharashtra,"Shrenik,CHS Ltd Plot 106, Rsc 11  Sector - 2, Charkop, Kandivali (W)",022,28691312,Empanelled,IN PPN,Mumbai
450,Shivam Netram Eye Hospital,Jogeshwari(w),Mumbai,Mumbai,Maharashtra,"Hafizi House S.V. Road oshiwara, behrambay junctio",022,26782176,Empanelled,NON PPN,Mumbai
451,Shraddha Hospital,Near dahisar,Mumbai,Mumbai,Maharashtra,"A, A2,B2, Ranjan Ritika, Near dahisar Police stan,",022,28281239,Empanelled,IN PPN,Mumbai
452,Shraddha Polyclinic & Nursing Home,Mulund (W),Mumbai,Mumbai,Maharashtra,"1st Floor,Smruti Mandir, Ganesh Gawde Rd, Opp Mirani Nagar, Mulund (W)",022,25675934,Empanelled,NON PPN,Mumbai
453,Shree Balaji Hospital,Virar (E),Mumbai,Mumbai,Maharashtra,"B, Mirza Nagar, Bazar Ward, Infront of Virar RLY S",0250,2521685,Empanelled,NON PPN,Mumbai
454,Shree Eye Care,Mulund West,Mumbai,Mumbai,Maharashtra,101 A Wing Pranav Commercial Plaza M G Road Behind Shivsena Office Mulund (W),022,25601700,Empanelled,NON PPN,Mumbai
455,Shree Krishana Maternity & Child Care,Dindayal Uppadhaya Rd,Mumbai,Mumbai,Maharashtra,"1st Floor Padmavati Nagar Commercial near Mulund chowk naka,Dindayal Uppadhaya Rd",022,25650828,Empanelled,NON PPN,Mumbai
456,Shree Krishna Hospital,Borivali (E),Mumbai,Mumbai,Maharashtra,"Plot No 161, Shree Krishna Nagar, Near Sona Theatre",022,28971885,Empanelled,NON PPN,Mumbai
457,Shree Nursing Home,Gokhale Road,Mumbai,Mumbai,Maharashtra,"19,20,21, Bhaveshwar Bhavan, Opp. Portuguese Churc",022,24224892,Empanelled,NON PPN,Mumbai
458,Shree Ram Eye Care Centre,Mulund (W),Mumbai,Mumbai,Maharashtra,"First Floor, B P S Plaza, Devidayal Road, Next to",022,25910382,Empanelled,NON PPN,MUMBAI
459,Shree Ramnath Eye Care,Ville - Parle (East),Mumbai,Mumbai,Maharashtra,"10-jeevan tara, Azad road vile- parle(E)",022,26820954,Empanelled,NON PPN,Mumbai
460,Shree Sai Clinic,Goregaon (w),Mumbai,Mumbai,Maharashtra,"Padmavati bldg.,unnat nagar road,no.-02,near patkar college, s.v. road,goregaon,west mumbai",022,42682222,Empanelled,IN PPN,Mumbai
461,Shree Sai Hospital,Kandivali (E),Mumbai,Mumbai,Maharashtra,Gokul Nagari 1 Nr Asha Nagar Western Express Highway Nr Sai Dham Temple,022,28547216,Empanelled,NON PPN,Mumbai
462,Shree Sukhshanti Hospital,Ghatkopar,Mumbai,Mumbai,Maharashtra,"G-Wing,Vikram Appt.New Maniklal Estate,L.B.S marg Ghatkopar(W),Mumbai(86)",022,25158940,Empanelled,NON PPN,Mumbai
463,Shreepal Netralaya,Virar,Mumbai,Mumbai,Maharashtra,"120, 132, 134, Shripal Shopping Centre Agashi Rd",0250,2507980,Empanelled,NON PPN,MUMBAI
464,Shri Bal Chikitsalaya,Bhandup (W),Mumbai,Mumbai,Maharashtra,"14-A, Miniland, Tank Road, Bhandup (W)",022,25951297,Empanelled,IN PPN,Mumbai
465,Siddhi Nursing Home,Santacruz E,Mumbai,Mumbai,Maharashtra,"16/121, Anand Nagar, Near Vakola Bridge, Santacruz E,  MUMBAI",022,26685747,Empanelled,IN PPN,Mumbai
466,Smt S R Mehta & Sir K P Cardiac Institute,Sion (E),Mumbai,Mumbai,Maharashtra,"Plot No 96, Road No 31, Near Gandhi Market, King Circle",022,24035455,Empanelled,IN PPN,Mumbai
467,Snehal Ent Clinic,Borivli (W),Mumbai,Mumbai,Maharashtra,"Q1, Shree Raghuvanshi Apt, Chandavarkar Road, Opp",022,28906077,Empanelled,NON PPN,MUMBAI
468,Sona Medical Centre,Shivaji Nagar Santacruz (E),Mumbai,Mumbai,Maharashtra,"82, Sitasadan, Opp. Hotel Hyatt, Vakola Bridge, Sa",022,26682695,Empanelled,NON PPN,Mumbai
469,Speciality Ear Nose Throat Hospital,Kandivli (E),Mumbai,Mumbai,Maharashtra,"Satyam Tower, 90 Ft Road Behind HDFC Bank Thakur Complex",022,28547525,Empanelled,NON PPN,MUMBAI
470,Srushti Orthotech Hospital,Bhandup (W),Mumbai,Mumbai,Maharashtra,"R R Realty 1st Floor, Junction of LBS Road & Tank Road",022,25955275,Empanelled,IN PPN,Mumbai
471,St Elizabeths Hospital,J Mehta Road,Mumbai,Mumbai,Maharashtra,"Opp Gold Gym, J Mehta Road",022,66648702,Empanelled,NON PPN,Mumbai
472,Sujay Hospital,Opposite reliance web world,Mumbai,Mumbai,Maharashtra,"25, Gulmohar park, Gulmohar Road, Juhu scheme,next to Talwalkar gym, Vileparle(w)",022,26212233,Empanelled,NON PPN,Mumbai
473,Sulochan Eye Hospital,Bhandup (W),Mumbai,Mumbai,Maharashtra,7/6r.R. point Grount Floor Off LBS Marg  opp dreams mall bhandup (W),022,25969966,Empanelled,IN PPN,Mumbai
474,Suman Eye Clinic & Surgery Centre,Andheri (W),Mumbai,Mumbai,Maharashtra,"B/103, Suman Apartment, 3rd Cross Lane, Lokhandwala Complex, Andheri (W)",022,26326508,Empanelled,IN PPN,Mumbai
475,Sumangal Hospital,Kandivali (W),Mumbai,Mumbai,Maharashtra,"B-Mitnayan Chs Ltd, Old Link Road, Ganesh nagar",022,28670909,Empanelled,IN PPN,Mumbai
476,Surana Hospital & Research Centre,Malad (W),Mumbai,Mumbai,Maharashtra,"Tank Road, shankar lane, near Skywalk Tower,near orlem church Malad (W)",022,28022121,Empanelled,IN PPN,Mumbai
477,Surana Sethia Hospital & Research Centre,Chembur,Mumbai,Mumbai,Maharashtra,"Suman Nagar Sion Trombay Rd , opp Corporate Park",022,25299006,Empanelled,IN PPN,Mumbai
478,Surya Childrens Hospital,Santacruz,Mumbai,Mumbai,Maharashtra,"101,102 Mangle Ashirwad Junction of SV Road TPS 2, Dattatray Road",022,26614258,Empanelled,IN PPN,Mumbai
479,Sushrut Hospital & Research Centre,Chembur,Mumbai,Mumbai,Maharashtra,365 Swastik Park Chembur,022,25265544,Empanelled,IN PPN,Mumbai
480,Sushrut Maternity And Surgical Nursing Home,Miraroad,Mumbai,Mumbai,Maharashtra,102Bld No.5 sidhartha Nagar Miraroad,022,28126313,Empanelled,IN PPN,Mumbai
481,Swastik Nursing Home,Ghatkopar(W),Mumbai,Mumbai,Maharashtra,"101 Bhaveshwar plaza,C-Wing 1st Flool opp to shreyas Theater LBS .Marg Ghatkopar(W)",022,25008858,Empanelled,NON PPN,Mumbai
482,Swastika Nursing Home,Mulund (W),Mumbai,Mumbai,Maharashtra,Panchsheel Bldg Paanch Raasta Devidayal Rd,022,25604549,Empanelled,NON PPN,MUMBAI
483,The Eye Super Specialties,Ghatkopar (E),Mumbai,Mumbai,Maharashtra,"201, Punit Plaza, 2nd Floor, Next to Rajawadi Post Office, Ghatkopar (E)",022,21025070,Empanelled,NON PPN,Mumbai
484,Trivedi Maternity & Nursing Home,Ghatkopar (E),Mumbai,Mumbai,Maharashtra,"1, Gautam Bldg, Opp Balaji Temple, Tilak Road, Gha",022,21023920,Empanelled,NON PPN,MUMBAI
485,Upadhyaya Nursing Home,Santacruz (E),Mumbai,Mumbai,Maharashtra,"Moiz Apt., 12th Road, Near BSES (Ration Office Lan",022,26140223,Empanelled,NON PPN,Mumbai
486,V Care Hospital & Icu,Kurla (E),Mumbai,Mumbai,Maharashtra,App Bldg No 101 Nehru Nagar Kurla East,022,25292317,Empanelled,NON PPN,Mumbai
487,Vardhaman Hospital & Iccu,Bhandup,Mumbai,Mumbai,Maharashtra,Sheetal Apt B Wing J M Road Opp Shiv Sena  Shakha Bhandup (W),022,25963823,Empanelled,IN PPN,Mumbai
488,Vardhman Iccu & Nursing Home,Malad (W),Mumbai,Mumbai,Maharashtra,"Shreeji Apt, Opp. Chate Classes, 61, Ramchandra La",022,28446622,Empanelled,NON PPN,MUMBAI
489,Vasan Eye Care Hospital,Mulund W,Mumbai,Mumbai,Maharashtra,Neptune Uptown opp Mulund Post Office NS Road Near Mulund railway Station,022,39890600,Empanelled,NON PPN,Mumbai
490,Ve-care Hospital,Sahar village.,Mumbai,Mumbai,Maharashtra,"Ground Flr. E-wing aero - view compound - H S Q Ltd, road no 2",022,28242671,Empanelled,NON PPN,Mumbai
491,Vibha Care Home The Family Hospital,Borivali (W),Mumbai,Mumbai,Maharashtra,"Mangal arambh, Kora Kendra, near macdonalds",022,28999991,Empanelled,NON PPN,Mumbai
492,"Vijayalaxmi Maternity, Surgical & General Hospital",Nallasopara (E),Mumbai,Mumbai,Maharashtra,"A/101-104,Savita Appartment,near new kanchan school,nallasopara.",0250,2440682,Empanelled,IN PPN,Mumbai
493,Wockhardt Hospitals Ltd,Mumbai Central,Mumbai,Mumbai,Maharashtra,Mumbai Central Mumbai,022,61784444,Empanelled,IN PPN,Mumbai
494,Zenith Hospital,Malad (W),Mumbai,Mumbai,Maharashtra,Path Business Plaza Mith Chowki Link Road Malad (W),022,28837162,Empanelled,IN PPN,Mumbai
495,Zynova Heart Care Pvt Ltd,Ghatkopar (W),Mumbai,Mumbai,Maharashtra,"Trimurti Arcade, Near Sarvodaya Hospital, L B S Marg",022,25155599,Empanelled,IN PPN,Mumbai
496,Adishakti Hospital,Tiranga Chowk,Nagpur,Nagpur,Maharashtra,"209, Nandanwan Road, Tiranga Chowk",0712,2741179,Empanelled,PPN Not Applicable,Other
497,Akshar Eye Institute + Laser Dental Clinic,Ambedkar Road,Nagpur,Nagpur,Maharashtra,Bedi Tower Dr Ambedkar Road Opp Hotel Jaiswal Near Madan Hospital,0712,2644100,Empanelled,PPN Not Applicable,Other
498,Ambade Eye Hospital,Kamla Towers,Nagpur,Nagpur,Maharashtra,Kamla Towers First Floor Near Jaswant Talkies Indora Chowk Centre,0712,6561193,Empanelled,PPN Not Applicable,Other
499,Anantwar Eye Hospital,Nara Ring Road,Nagpur,Nagpur,Maharashtra,Plot No 500 Nari Ring Road Powergrid Square Opp Jagat Hall,0712,6459877,Empanelled,PPN Not Applicable,Other
500,Aniket Nursing Home,Laxminagar,Nagpur,Nagpur,Maharashtra,"272-A, Laxminagar",0712,2221507,Empanelled,PPN Not Applicable,Other
501,Apulki Vairagade Hospital,Manewada Road,Nagpur,Nagpur,Maharashtra,"Shirdi Nagar, Opp Durga Mandir, Manewada Road",0712,2705873,Empanelled,PPN Not Applicable,Other
502,Arneja Heart Institute,Ramdaspeth,Nagpur,Nagpur,Maharashtra,"123, Ramdaspeth, Behind Somalwar High School",0712,6661800,Empanelled,PPN Not Applicable,Other
503,Arogyam Superspeciality Hospital,Wardha Road,Nagpur,Nagpur,Maharashtra,"34 Sitanagar Wardha Road, In Front of Green Valley ,Nagpur",0712,2294342,Empanelled,PPN Not Applicable,Other
504,Asha Hospital,"Contonment,Kamptee",Nagpur,Nagpur,Maharashtra,"Near Lekhanagar, N.H. 7, Contonment, Kamptee Nagpur",07109,288741,Empanelled,PPN Not Applicable,Other
505,Ashwini Kidney & Dialysis Centre,Ramdaspeth,Nagpur,Nagpur,Maharashtra,"301-401/B, Neeti Gaurav Complex, 21, Central Bazar",0712,2448520,Empanelled,PPN Not Applicable,Other
506,Avanti Institute Of Cardiology Pvt Ltd,Dhantoli,Nagpur,Nagpur,Maharashtra,"5, Abhyankar Road, Dhantoli",0712,2422408,Empanelled,PPN Not Applicable,Other
507,Baraskar Multispeciality Hospital & Dialysis Centre,Ramdaspeth,Nagpur,Nagpur,Maharashtra,3rd Floor 276 Crystal Plaza Central Bazar Road Opp Krims HospitalRambaspeth,0712,2452105,Empanelled,PPN Not Applicable,Other
508,"Brain, Spine Accident & Head Injury Care Hospital",Lokmat Chowk,Nagpur,Nagpur,Maharashtra,"3rd Floor, Vasant Sheela Building, Lokmat Chowk",0712,2550092,Empanelled,PPN Not Applicable,Other
509,Care Hospital,Panchsheel square,Nagpur,Nagpur,Maharashtra,"3, Farmland Panchsheel square,",0712,3982222,Empanelled,PPN Not Applicable,Other
510,Center Point Hospital,Medical Square,Nagpur,Nagpur,Maharashtra,Medical Square Nagpur,0712,6468101,Empanelled,PPN Not Applicable,Other
511,Central Avenue Critical Care Hospital & Iccu,Mahalaxmi Complex,Nagpur,Nagpur,Maharashtra,Mahalaxmi Complex Ist Flr Darodkar Sqr C A Road,0712,2768895,Empanelled,PPN Not Applicable,Other
512,Central India Institute Of Hemotology & Oncology,Dhantoli,Nagpur,Nagpur,Maharashtra,14/2 Park orner Balraj Marg Dhantoli,0712,2430038,Empanelled,PPN Not Applicable,Other
513,Central Indias Child Hospital,Opp.Yashawant Stedium,Nagpur,Nagpur,Maharashtra,"27,Avinash Tower,Mehadia Square,Opp.Yashawant Stedium",0712,2432000,Empanelled,PPN Not Applicable,Other
514,Chandak Nursing Home,Sitabuldi,Nagpur,Nagpur,Maharashtra,"1st Floor, Super Market, Sitabuldi",0712,2522448,Empanelled,PPN Not Applicable,Other
515,City Hospital,Kamptee,Nagpur,Nagpur,Maharashtra,Gandhi Chowk Near Prem Ready Made Kamptee,07109,9323309644,Empanelled,PPN Not Applicable,Other
516,Crescent Nursing Home And Iccu,Dhantoli,Nagpur,Nagpur,Maharashtra,"1st lane Dhantoli, Near Lokmat Square",0712,2421822,Empanelled,PPN Not Applicable,Other
517,Cure It Hospital Pvt Ltd,Ring road,Nagpur,Nagpur,Maharashtra,Dighori Udanpul square Ring Road,0712,6564102,Empanelled,PPN Not Applicable,Other
518,Dashputra Hospital & Eye Care,Anand Nagar,Nagpur,Nagpur,Maharashtra,208 Anand Nagar Opp Sakkardara Police Station,0712,2745052,Empanelled,PPN Not Applicable,Other
519,Dr Dande Hospital,Ravi Nagar,Nagpur,Nagpur,Maharashtra,"69, A Hill road, Ravi Nagar",0712,2536590,Empanelled,PPN Not Applicable,Other
520,Dr Gaikwad Critical Care Centre Pvt Ltd,Umrer Road,Nagpur,Nagpur,Maharashtra,"31, Reshimbag Umrer Road Near Sakkardara Square Nagpur",0712,2740741,Empanelled,PPN Not Applicable,Other
521,East End Hospital & Critical Care Unit,Near Day 2 day,Nagpur,Nagpur,Maharashtra,1208/737 Deshpande Lay out CA Road Near Day 2 Day,0712,2736294,Empanelled,PPN Not Applicable,Other
522,Evista Eye Care Centre,Dhantoli Park,Nagpur,Nagpur,Maharashtra,14/1 Opp. Dhantoli Park,0712,2459855,Empanelled,PPN Not Applicable,Other
523,G B Multispeciality Hospital Pvt Ltd,Gandhi Nagar,Nagpur,Nagpur,Maharashtra,25 Hill Road Gandhinagar Near Panchasheel Vachnalaya,0712,2222243,Empanelled,PPN Not Applicable,Other
524,Gandhi Maternity & Nursing Home,Behind UCO Bank,Nagpur,Nagpur,Maharashtra,"55, Jeevanchaya Swavalambinagar, Behind UCO Bank",0712,2289782,Empanelled,PPN Not Applicable,Other
525,Gillurkar Multispeciality Hospital,Umred Road,Nagpur,Nagpur,Maharashtra,20 Reshimbag Umred Road,0712,2751144,Empanelled,PPN Not Applicable,Other
526,Green City Hospital & Nursing Home,Dhantoli,Nagpur,Nagpur,Maharashtra,Nea Dhantoli Police Station Mehalia SQ,0712,2461560,Empanelled,PPN Not Applicable,Other
527,Gupta ENT Hospital,Panchasheel Square,Nagpur,Nagpur,Maharashtra,"Rajkamal Complex, Pancheel Square",0712,2538283,Empanelled,PPN Not Applicable,Other
528,Hardas Eye Hospital,Telephone exechange Chowk,Nagpur,Nagpur,Maharashtra,11 Shree Venkatesh Sadan Telephone Exechange  Square centre Avenue,0712,2723321,Empanelled,PPN Not Applicable,Other
529,Hi Tech Hospital,Sadar,Nagpur,Nagpur,Maharashtra,"Lala Oli, Lohiya Marg",0712,9325036088,Empanelled,PPN Not Applicable,Other
530,Hope Hospital,Dhantoli Centre,Nagpur,Nagpur,Maharashtra,51 Dhantoli Near Lokmat Square,0712,6627900,Empanelled,PPN Not Applicable,Other
531,Jaiswal Children Hospital,Itwari High School Square,Nagpur,Nagpur,Maharashtra,"Umiya Chambers, Itwari High School Square, Central",0712,2762952,Empanelled,PPN Not Applicable,Other
532,Janata Maternity Home & Hospital,Jaripatka,Nagpur,Nagpur,Maharashtra,Near Dayanand College Jaripatka,0712,2632859,Empanelled,PPN Not Applicable,Other
533,Jasleen Eye Hospital,Wardha Road,Nagpur,Nagpur,Maharashtra,Jasleen Building Wardha Road,0712,2423779,Empanelled,PPN Not Applicable,Other
534,Kalptaru Maternity & Surgical Nursing Home,Rana Pratap Nagar,Nagpur,Nagpur,Maharashtra,"21,(Near Durga Temple), Main Road",0712,2230451,Empanelled,PPN Not Applicable,Other
535,Keshav Hospital,Manewada,Nagpur,Nagpur,Maharashtra,117 manewada Square Ring Road,0712,2701700,Empanelled,PPN Not Applicable,Other
536,Ketki Nursing Home & Urology Hospital,Dhantoli,Nagpur,Nagpur,Maharashtra,Plot No 12/2 2nd Floor Hyatt Medicare Dr N B Khare Marg Dhantoli,0712,6612247,Empanelled,PPN Not Applicable,Other
537,Khalatkar Hospital,Sakkardhara Sq.,Nagpur,Nagpur,Maharashtra,"R-29, Reshimbag, Umrer road, Nagpur",0712,2740500,Empanelled,PPN Not Applicable,Other
538,Krims Hospital [ketki Research Institute Of Medical Sciences Ltd],Ramdaspeth,Nagpur,Nagpur,Maharashtra,275 Central Bazar Road Ramdas Peth,0712,6614564,Empanelled,PPN Not Applicable,Other
539,Kriplani Hospital,Jaripatka,Nagpur,Nagpur,Maharashtra,"211, Jaripatka, Nagpur",0712,2632220,Empanelled,PPN Not Applicable,Other
540,Kunal Hospital Critical Care & Trauma Centre,Koradi road,Nagpur,Nagpur,Maharashtra,"Jaihind nagar  Manakpur,",0712,2591770,Empanelled,PPN Not Applicable,Other
541,Lata Mangeshkar Hospital,Sitabuldi,Nagpur,Nagpur,Maharashtra,"5, Maharajbagh Road, Sitabuldi",0712,2536409,Empanelled,PPN Not Applicable,Other
542,Life Line Hospital,Kamptee,Nagpur,Nagpur,Maharashtra,"Shum=bham Nagar, Near Mohammad Ali D ed College, Kalamna Road, Kamptee",07109,287777,Empanelled,PPN Not Applicable,Other
543,Lotus Hospital & Research Centre,Tiranga Sq,Nagpur,Nagpur,Maharashtra,205 Sakkardara Police Station Rd Om Nagar tiranga Sq,0712,2706020,Empanelled,PPN Not Applicable,Other
544,Mahajan Ortho & Surgical Hospital,Dhantoli,Nagpur,Nagpur,Maharashtra,"Plot 30, Above Navneet Showroom, Dhantoli Park Cor",0712,2428370,Empanelled,PPN Not Applicable,Other
545,Mahatme Hospital Pvt Ltd,Ring Road,Nagpur,Nagpur,Maharashtra,"16, Central Excise Colony, Chhatrapati Square, Ring Road, Nagpur",0712,2222556,Empanelled,PPN Not Applicable,Other
546,Maxcare Hospital & Laparoscopy Institute,Khare Marg,Nagpur,Nagpur,Maharashtra,First Floor Hyatt medicare plot no 12 Khare opp Getwell Hospital,0712,2446666,Empanelled,PPN Not Applicable,Other
547,Maya Hospital & Research Centre,MIDC Butibori,Nagpur,Nagpur,Maharashtra,Plot No P 78 Opp State Bank of India MIDC Butibori,07103,684885,Empanelled,PPN Not Applicable,Other
548,Meditrina Institute Of Medical Sciences,Central Bazar Road,Nagpur,Nagpur,Maharashtra,278 Central Bazar Road Ramdaspeth,0712,6669698,Empanelled,PPN Not Applicable,Other
549,Metro City Hospital & Critical Care Centre,Reshimbag,Nagpur,Nagpur,Maharashtra,Sakkardara Square Reshimbag,0712,2746344,Empanelled,PPN Not Applicable,Other
550,Midas Multispeciality Hospital Pvt Ltd,Ramdaspeth,Nagpur,Nagpur,Maharashtra,"Midas Heights 07, Central Bazar Road, Ramdaspeth",0712,2434242,Empanelled,PPN Not Applicable,Other
551,Nagpur Neuro Sciences Clinics Pvt Ltd,Dhantoli,Nagpur,Nagpur,Maharashtra,32 B/C Balraj Marg Dhantoli Opp Dhantoli Garden,0712,2444888,Empanelled,PPN Not Applicable,Other
552,Neeti Clinic Pvt Ltd,NR Lokmat Square,Nagpur,Nagpur,Maharashtra,Neeti Gaurav Complex 21 Cntral Bazar Road Ramdas Peth,0712,2420668,Empanelled,PPN Not Applicable,Other
553,Nerkar Hospital,Ayurvedic Layout,Nagpur,Nagpur,Maharashtra,158 Ayurvedic Layout Behind NIT Complex,0712,2751366,Empanelled,PPN Not Applicable,Other
554,Niramay Hospital,Untkhana,Nagpur,Nagpur,Maharashtra,"518 Untkhana, Medical College Road",0712,2745931,Empanelled,PPN Not Applicable,Other
555,Niyakshi Hospital,Tukdoji Chowk,Nagpur,Nagpur,Maharashtra,182 Next To power House Manewada Road Tukdoji Chowk,0712,2702714,Empanelled,PPN Not Applicable,Other
556,Oke Eye Hospital,Near ILMS,Nagpur,Nagpur,Maharashtra,"98 - Bajaj Nagar, Central Bazar Road,near CILMS",0712,2232228,Empanelled,PPN Not Applicable,Other
557,Om Women Hospital,Ramdaspeth,Nagpur,Nagpur,Maharashtra,"Central Bazar Road""Pushpkunj Complex",0712,2454687,Empanelled,PPN Not Applicable,Other
558,Orange City Hospital & Research Institute,Veer Sawarkar Square,Nagpur,Nagpur,Maharashtra,"19, Pande Layout, Khamla Rd-Ring Junction, Veer Sawarkar Square, Nagpur",0712,6634800,Empanelled,PPN Not Applicable,Other
559,Ortho Relief Hospital & Research Centre,Dhantoli,Nagpur,Nagpur,Maharashtra,"Opp. Ramkrishna Mission, Dhantoli",0712,2427799,Empanelled,PPN Not Applicable,Other
560,Platina Heart Hospital (a Unit Of Platina Hospital Pvt Ltd),Sitabuldi,Nagpur,Nagpur,Maharashtra,Dhaneshree Commercial Complex Near Hotel Hardeo Sitabuldi,0712,2566555,Empanelled,PPN Not Applicable,Other
561,Prasad Hospital,Shraddhanandpeth,Nagpur,Nagpur,Maharashtra,"10, Dongre Layout Opp. Anathalaya, Off South Ambazari Rd, Shraddhanandpeth, Nagpur",0712,2247676,Empanelled,PPN Not Applicable,Other
562,Prestige Nursing Home,Chindwara Rd.,Nagpur,Nagpur,Maharashtra,Chhaoni OPP. Chhaoni Policechowki nearpoonamchambe,0712,2594495,Empanelled,PPN Not Applicable,Other
563,Radiance Hospital Pvt Ltd,Wardhaman Nagar,Nagpur,Nagpur,Maharashtra,268 Central Avenue Ambedkar square Wardhaman nagar,0712,2769898,Empanelled,PPN Not Applicable,Other
564,Rahate Surgical Hospital,mangaiwari Central Avenue,Nagpur,Nagpur,Maharashtra,"517, Kolbaswami sqr. Near Telephone Exchange,old mangaiwari Central Avenue",0712,2778290,Empanelled,PPN Not Applicable,Other
565,Rathi Nursing Home,Dhantoli,Nagpur,Nagpur,Maharashtra,"Plot No.40 Balraj Marg,Dhantoli",0712,2420044,Empanelled,PPN Not Applicable,Other
